-1.9400000000000002,-0.98
-1.9403946543143458,-0.9674418960941373
-1.9415770597371045,-0.9549333532871391
-1.9435425498542624,-0.9425237370828551
-1.946283367774274,-0.9302620225670291
-1.9497886967409694,-0.9181966011250104
-1.9540447028223498,-0.9063750894630644
-1.9590345895067962,-0.8948441416869855
-1.9647386639912274,-0.8836492651796569
-1.971134414899597,-0.8728346410042006
-1.9781966011250107,-0.8624429495415054
-1.9858973514448421,-0.852515202050262
-1.9942062745157179,-0.8430905788142622
-2.0030905788142626,-0.8342062745157177
-2.0125152020502624,-0.8258973514448421
-2.0224429495415053,-0.8181966011250105
-2.0328346410042006,-0.8111344148995969
-2.043649265179657,-0.8047386639912273
-2.054844141686986,-0.7990345895067961
-2.0663750894630644,-0.7940447028223497
-2.078196601125011,-0.7897886967409693
-2.090262022567029,-0.7862833677742738
-2.1025237370828553,-0.7835425498542623
-2.1149333532871393,-0.7815770597371045
-2.1274418960941373,-0.7803946543143456
-2.14,-0.78
-2.152558103905863,-0.7803946543143456
-2.165066646712861,-0.7815770597371043
-2.177476262917145,-0.7835425498542622
-2.189737977432971,-0.7862833677742738
-2.2018033988749894,-0.7897886967409693
-2.213624910536936,-0.7940447028223496
-2.225155858313015,-0.7990345895067961
-2.236350734820343,-0.8047386639912273
-2.2471653589957996,-0.8111344148995969
-2.2575570504584945,-0.8181966011250105
-2.267484797949738,-0.8258973514448421
-2.2769094211857377,-0.8342062745157177
-2.2857937254842824,-0.8430905788142622
-2.294102648555158,-0.852515202050262
-2.3018033988749895,-0.8624429495415054
-2.308865585100403,-0.8728346410042006
-2.315261336008773,-0.8836492651796569
-2.320965410493204,-0.8948441416869855
-2.3259552971776505,-0.9063750894630643
-2.330211303259031,-0.9181966011250104
-2.3337166322257263,-0.930262022567029
-2.336457450145738,-0.9425237370828551
-2.3384229402628955,-0.9549333532871391
-2.3396053456856545,-0.9674418960941372
-2.3400000000000003,-0.98
-2.3396053456856545,-0.9925581039058626
-2.3384229402628955,-1.0050666467128608
-2.336457450145738,-1.017476262917145
-2.3337166322257263,-1.029737977432971
-2.330211303259031,-1.0418033988749895
-2.3259552971776505,-1.0536249105369355
-2.320965410493204,-1.0651558583130145
-2.315261336008773,-1.0763507348203432
-2.308865585100403,-1.0871653589957992
-2.3018033988749895,-1.0975570504584946
-2.294102648555158,-1.107484797949738
-2.2857937254842824,-1.1169094211857375
-2.2769094211857377,-1.1257937254842822
-2.267484797949738,-1.134102648555158
-2.257557050458495,-1.1418033988749894
-2.247165358995799,-1.148865585100403
-2.236350734820343,-1.1552613360087727
-2.2251558583130144,-1.160965410493204
-2.213624910536936,-1.1659552971776503
-2.2018033988749894,-1.1702113032590307
-2.189737977432971,-1.1737166322257262
-2.177476262917145,-1.1764574501457377
-2.165066646712861,-1.1784229402628956
-2.1525581039058626,-1.1796053456856543
-2.14,-1.18
-2.1274418960941377,-1.1796053456856543
-2.1149333532871393,-1.1784229402628956
-2.1025237370828553,-1.1764574501457377
-2.090262022567029,-1.1737166322257262
-2.078196601125011,-1.1702113032590307
-2.066375089463065,-1.1659552971776503
-2.054844141686986,-1.160965410493204
-2.043649265179657,-1.1552613360087727
-2.0328346410042006,-1.148865585100403
-2.0224429495415057,-1.1418033988749894
-2.0125152020502624,-1.134102648555158
-2.0030905788142626,-1.1257937254842825
-1.9942062745157179,-1.1169094211857378
-1.9858973514448421,-1.107484797949738
-1.9781966011250107,-1.0975570504584946
-1.971134414899597,-1.0871653589957995
-1.9647386639912274,-1.0763507348203432
-1.9590345895067962,-1.0651558583130145
-1.9540447028223498,-1.0536249105369355
-1.9497886967409694,-1.0418033988749895
-1.946283367774274,-1.0297379774329711
-1.9435425498542624,-1.017476262917145
-1.9415770597371045,-1.0050666467128608
-1.9403946543143458,-0.9925581039058626
